Country Name,Country Code,Series Name,Series Code,1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Algeria,DZA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,70.078517334717,70.6421850278993,71.1918583653421,71.7269643155818,72.2475517663549,72.7531510539839,73.2443466074211,73.7207212607151,74.1828238425326,74.6276877244098,75.056807812812,75.469916980438,75.867622968565,76.2501426819848,76.6182319353339,76.9719606352109,76.3948592626,75.7305417878483,75.036130399841,73.9538774939834,72.2481473302903,70.5470307769978,70.5979339572563
Algeria,DZA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,80936073063.9551,79236414916.2174,78523289913.6689,81507170839.1999,84848963596.5052,85782302144.5703,90157202649.8628,93042234535.4363,96577839449.282,99475174631.9276,105045784407.466,112609080886.284,117451271364.135,124380896371.455,126495371616.913,130796214247.502,133935323388.628,136078288561.513,140977106950.801,145065443049.82,149997668117.771,154197602825.068,160057111729.904,165979224866.131,171290560064.735,173517337342.624,175599545392.513,177355540843.199,168310408264.397,174032962144.942,179602019799.393
American Samoa,ASM,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,80.5751923051814,81.6167128690211,82.6626371991011,83.7129652954212,84.7676971579816,85.8268327867824,86.8903721818232,87.5578229012245,87.7874953020427,88.0171677028609,88.2468401036791,88.4765125044974,88.7061849053156,88.9358573061338,89.165529706952,89.3952021077702,89.6248745085884,89.8545469094066,89.8545469094066,89.8545469094066,89.8545469094066,89.8545469094066,..
American Samoa,ASM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,744923664.122138,752116030.534351,755198473.282443,752116030.534351,721291603.053435,734648854.961832,715126717.557252,685329770.992367,687384732.824428,687384732.824428,657587786.259542,641148091.603054,652450381.679389,673000000,661697709.923664,615461068.70229,631900763.358779,628818320.610687,656560305.343511,651422900.763359,662725190.839695
Andorra,AND,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,90.6399995135019,90.6400015039874,90.6400011907925,90.6400000795323,90.6400012269587,90.639998076826,90.6400039911945,90.6400035740641,90.6400037733778,90.6400038016641,90.6399982547175,90.6400011122545,90.6399981887222,90.6400019476396,90.6400003669046,90.6400015710857,90.6399963774364,90.6400033809841,90.6399959806121,90.6399970923255,90.6399986650032,90.640001548707,90.640001490064
Andorra,AND,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1695349734.48327,1677862466.61618,1717848987.06999,1765218700.60186,1847296757.09051,2014803568.84039,2079172380.13746,2164399296.91914,2240767147.05822,2422703047.4382,2532847903.3358,2753058859.8714,2977038818.11546,3137733299.91171,3288617126.51463,3339695537.72761,3154035638.64466,2986781968.80057,2927794279.37554,2927558013.5968,2781928287.88297,2683236696.87851,2750437434.80254,2789882569.1005,2893378230.93931,2903391399.65727,2949519480.26811,3008968450.49925,2672447226.31612,2893918267.005,3148860293.01515
Angola,AGO,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,1.4368496225,1.4695776372,1.5023056519,1.5350336666,1.5677616813,1.600489696,1.6332177107,1.6659457254,1.6986737401,1.7333156499,1.7679575597,1.8025994695,1.8372413793,1.8718832891,1.8718832891,1.8718832891,1.8718832891,1.8718832891,1.8718832891,1.8718832891,1.8718832891,1.8718832891,1.8718832891,1.8718832891,1.8718832891,1.8718832891,1.8718832891,1.8718832891,1.8718832891,..,..
Angola,AGO,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,GDP (constant 2015 US$),NY.GDP.MKTP.KD,26315491161.9046,20004137064.6172,20272065162.244,23312874942.4318,26470456925.1794,28395991378.9479,29728088920.7293,30376604124.0132,31304495235.1451,32621161852.7594,37079068301.7327,38187732443.9545,42369289148.8383,48737393303.9054,54366562229.4727,61983317602.5006,68906854175.114,69499453122.5034,72556300345.7599,75075493655.9735,81488522711.7833,85525963676.9345,89650503966.1696,90496420626.179,88161512322.2007,88031782810.7052,86872966147.6687,86262880798.9347,81399194358.2922,82375342061.4136,84884003207.6784
Antigua and Barbuda,ATG,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,4.141025641,4.5769230769,5.0128205128,5.4487179487,5.8846153846,6.3205128205,6.7564102564,7.1923076923,7.6282051282,8.0641025641,8.5,8.9358974359,9.3717948718,9.8076923077,9.6153846154,9.4230769231,9.2307692308,9.0384615385,8.8461538462,8.6538461538,8.4615384615,8.4615384615,8.4615384615,8.4615384615,8.4615384615,8.4615384615,8.4615384615,8.4615384615,8.4615384615,..,..
Antigua and Barbuda,ATG,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,GDP (constant 2015 US$),NY.GDP.MKTP.KD,865014525.144992,910686242.884566,971490095.951494,929137136.307197,990501624.225814,1044697995.11209,1094123964.09067,1134689900.1452,1205079608.04239,1150272545.62123,1162090928.52162,1232705891.49314,1303796392.95494,1388201972.14441,1564616740.69942,1710366785.13423,1710121507.38662,1505544848.87076,1387501178.5798,1360325405.27772,1379904140.50946,1386609537.41236,1417273748.87615,1437755555.55556,1496700162.35408,1533568876.84089,1640200774.69966,1691054300.06629,1371776497.48049,1484148566.07947,1625386015.56633
Argentina,ARG,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,..,4000000000,1900000,1091000000,900000,874000000,438800000,902400000,689900000,..,67000000,..,34650000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,7.8861041184,7.9004038923,7.9147036663,7.9290034402,8.0281836089,8.1273637776,8.2265439463,8.325724115,8.4249042837,8.6095668425,8.7942294014,8.9788919603,9.1635545192,9.3482170781,9.532879637,9.7175421959,9.9022047548,10.0868673137,10.2715298726,10.4566640772,10.4566640772,10.4566640772,10.4566640772,10.4566640772,10.4566640772,10.4566640772,10.4566640772,10.4566640772,10.4566640772,..,..
Argentina,ARG,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,GDP (constant 2015 US$),NY.GDP.MKTP.KD,313120244489.89,338817957426.035,358592053441.545,348389357874.283,367643757074.802,397463514160.866,412766570325.764,398792535409.293,395646066535.875,378202665751.853,336999433710.193,366780211148.674,399898899166.738,435296589745.339,470325565798.353,512690850741.56,533491913656.279,501917060966.235,552738161802.463,585924294024.785,579910247223.428,593858966307.156,578937574935.696,594749285413.212,582376550428.09,598790850843.677,583118120294.002,571450737224.442,514874343768.066,570058627079.249,598312841626.662
Armenia,ARM,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,200000000,..,..,..,..,..,..
Armenia,ARM,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,64.5148275166,60.1775267299,51.0591083317,45.9350413557,37.3209602582,40.2259431108,39.6610853339,37.7446035909,34.8194472463,34.9404881985,39.8628202542,50.4942505548,55.9007464192,57.030461973,60.7625579988,57.9584426064,49.7074843655,42.8888440589,49.1829735727,59.3302400646,59.612668953,57.69618721,66.007665927,64.1920516441,57.7970546702,54.7508573734,57.7970546702,57.0909824491,..,..
Armenia,ARM,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,82.3507193495398,82.4586186922954,82.5738249153644,82.691905672488,82.8105594508515,82.9297558605244,83.0495663188159,83.1699243253424,83.290892297693,83.2661646196992,83.2415893535423,83.2171693413308,83.1928890340007,83.1690226085512,83.1453480350589,83.0782107165941,82.9347308607083,82.7914583760328,82.9598380412522,82.8228477600344,82.6858187854657,82.5487777192111,82.4117239415569
Armenia,ARM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,3001096397.25066,2736999950.50702,2884798023.90046,3083849041.96219,3264729146.7809,3373153403.74995,3619393601.80914,3738833590.68989,3959424772.65728,4339529550.80371,4912347451.42022,5600076094.6952,6188084084.57212,7048227772.27278,7978593838.17516,9071661194.12856,9697605816.5624,8330243396.35924,8513508751.09706,8913643662.28574,9555426006.05632,9870755064.25618,10226102246.6276,10553337518.414,10574444193.4325,11367527508.1135,11958638938.496,12867495497.6469,11941035821.9185,12633615899.5898,14225451502.9381
Aruba,ABW,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1908830331.20679,2048321796.38489,2216364094.72579,2272818072.84657,2299768888.4382,2461830727.12083,2510870012.3673,2541955633.72044,2735726894.36234,2850135065.34526,2823202580.63466,2854554386.72823,3062757846.13129,3051023207.85273,3085420813.52388,3180746244.1035,3239136973.90597,2860878914.12265,2782678056.16304,2876433106.04638,2846495186.38325,3029567006.90354,2981500664.9605,2962907262.56983,3013858130.38083,3226290923.08041,3303132465.93437,3227066714.50225,2453132846.89402,3131162991.36718,3458629953.85751
Australia,AUS,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,7.4588661037,8.4882187374,7.981584238,8.9104141536,8.8171290712,8.7745074387,8.7318858062,8.7089827101,8.6586248492,8.3770808203,8.0955367913,7.8139927624,7.5324487334,7.0593687173,6.5862887012,6.1132086852,5.6401286691,5.2975472457,5.3136308806,6.3803779654,7.6992360273,7.4238037797,3.7072778448,4.271411339,4.8486696301,4.9577804584,4.2340168878,3.4740651387,..,..
Australia,AUS,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,GDP (constant 2015 US$),NY.GDP.MKTP.KD,629763718009.98,655238649441.03,681315222435.779,707771815356.074,735119653575.813,763886278172.32,799508217490.112,839704672154.942,872633840587.072,890305786856.39,925736696479.946,954348321893.94,994663065408.582,1026036123626.81,1054306478910.88,1094089602422.35,1133326149869.16,1154775181480.75,1180486690611.43,1208924281855.58,1256294887279.41,1289036425122.18,1322646774172.19,1351768945139.11,1389336532090.02,1421551208676.45,1462866648667.66,1494773366351.99,1489770563790.11,1521231998735.21,1586172577281.96
Austria,AUT,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,10.118264714,9.9204200055,9.722575297,9.5247305886,9.7941420282,10.0635534678,10.0967117988,10.1298701299,10.0469743023,9.966841669,9.8839458414,9.8538961039,9.8238463664,9.7937966289,9.7637468914,9.7336971539,9.7036474164,9.6735976789,9.6435479414,9.6435479414,9.6435479414,9.6435479414,9.6435479414,9.6435479414,9.6435479414,9.6435479414,9.6435479414,9.6435479414,9.6435479414,..,..
Austria,AUT,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,96.7192347699695,96.8904977699123,97.0617545103043,97.2330123948454,97.4042729308709,97.5755346684751,97.7467976841823,97.9180546951281,98.0893140173494,98.2605764458408,98.4318370318555,98.6030953433877,98.7743527023135,98.9126418574916,98.911030882148,98.9094213452267,98.9078081893026,98.9062020537843,98.9044748151298,98.9026191314884,98.9006430846756,98.8985428249425,98.8963233865813
Austria,AUT,GDP (constant 2015 US$),NY.GDP.MKTP.KD,254121610895.057,255460346929.86,261596808649.455,268576168421.57,274886456416.226,280641477589.641,290692443914.523,301030430129.082,311192381028.414,315135711888.113,320340348097.004,323356259321.687,332200441760.824,339655236682.676,351387070656.34,364484726093.492,369807747327.812,355886045571.664,362424005611.476,373016924602.914,375555101767.152,375650886015,378134963330.691,381971148530.543,389570224508.691,398368950204.699,408030932405.258,413949540159.265,386492302608.55,402871331324.597,422235060667.714
Azerbaijan,AZE,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Azerbaijan,AZE,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,71.547803047,72.1483771252,64.6191212188,61.6913225878,59.4259218371,55.2793111062,45.1976153676,52.8505188783,48.5316846986,43.8198277766,43.8021638331,46.4473393685,49.3486420843,52.1086332524,53.6277323913,53.367189225,50.9163170678,49.1940825789,48.4433649812,49.8829763745,52.8814307794,52.9653345109,51.1901081917,51.6184588209,52.4530801501,53.5217487304,53.7293000662,55.5972620888,55.5972620888,..,..
Azerbaijan,AZE,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,57.7485547835283,59.4884133959154,60.1104341282052,60.7289597172447,61.3437670511597,61.9546773370466,62.5618941223254,63.1655786670373,63.7653914133059,64.3615104071033,64.9561147342884,65.5486272082272,66.1386443105831,66.7258478584109,67.3096981175523,67.8897827342271,68.4656824045065,69.0369846849635,69.6032658882812,70.1640650702162,70.6733099660733,71.1463482447038,71.6117027151749
Azerbaijan,AZE,GDP (constant 2015 US$),NY.GDP.MKTP.KD,15556170225.3742,11962695102.6124,9606044019.06944,8472530910.53572,8582673761.93048,9080468852.82118,9988515702.82903,10727665994.6477,11918436828.1641,13098362058.1026,14334705485.3859,15798035139.5108,17259953999.1872,22086102614.13,29705808016.0049,37132259975.9133,41127311680.0779,44950656172.1802,47220189860.7658,47267410115.7076,48290862738.2682,51096465688.5745,52501877459.7444,53076235354.746,51430872122.2426,51533733835.093,52306739842.6194,53614408373.9591,51308988759.0274,54190732985.9123,56692460618.264
"Bahamas, The",BHS,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,GDP (constant 2015 US$),NY.GDP.MKTP.KD,7880310911.34116,7904567028.11251,8153475201.77834,8510495663.08516,8869939031.3928,8984161955.59528,9407926776.89233,10080038841.3065,10498201118.807,10773884911.8277,11065313784.8282,10925346785.4985,11021749177.0314,11396057059.9869,11682849345.0179,11851795019.1571,11576401012.8845,11093036717.0626,11263721111.6904,11332786953.3196,11682559558.2698,11348145650.9686,11557758065.4237,11672900000,11583838872.7522,11876233701.5797,12222818652.3009,12131922208.9819,9279937629.8172,10856087752.7039,12415913222.1146
Bahrain,BHR,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bahrain,BHR,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,179.1097480106,187.8348806366,196.5600132626,205.2851458886,214.0102785146,222.7354111406,231.4605437666,240.1856763926,248.9108090186,234.7623784262,220.6139478338,205.775862069,201.105015674,196.434169279,191.763322884,187.092476489,182.421630094,177.7507836991,173.0799373041,168.4090909091,163.7382445141,159.0673981191,154.3965517241,137.1551724138,133.7068965517,133.7068965517,133.7068965517,133.7068965517,133.7068965517,..,..
Bahrain,BHR,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,98.8819797328263,98.8884967814595,98.8950135029766,98.9015298973774,98.9080459646621,98.9145617048306,98.921077117883,98.9275922038192,98.9269988994157,98.9250802880628,98.9231616767098,98.9212430653569,98.919324454004,98.917405842651,98.9154872312981,98.9135686199451,98.9116500085922,98.9097313972392,98.9078127858863,98.9058941745334,98.9039755631804,98.9039755631804,98.9039755631804
Bahrain,BHR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,10687676226.0298,12063180869.1514,12033022737.8954,12505919514.1411,13019913570.9245,13422619469.9058,14065563316.8115,14670382393.2056,15447922937.5299,15832722681.7137,16362889422.8255,17393169261.3715,18607379553.6075,19866912679.454,21151705946.6711,22906020071.8799,24336503493.4839,24954622922.9927,26036230937.9271,26552663487.0358,27542575573.0076,29034512771.3789,30297627559.0615,31050638297.8723,32155459790.271,33535234420.6161,34243206973.6781,34985245170.2699,33360307403.029,34250930436.9458,35915819622.2345
Bangladesh,BGD,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,327000000,72000000,..,..,..
Bangladesh,BGD,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.7233394816,5.7233394816,5.7233394816,5.7233394816,5.7233394816,5.7233394816,5.7233394816,5.7233394816,5.7233394816,5.7233394816,5.7233394816,5.7233394816,5.7233394816,..,..
Bangladesh,BGD,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,55.3187008304757,55.3251160869331,55.3037151491832,55.2787471471295,55.250352936216,55.2188500690923,55.1836736404241,55.1449682258641,55.1028751333941,55.0575457562667,55.0085863901501,54.956322767706,55.3036924501787,55.6668781318431,56.0454778209341,56.4401978281453,56.850799030472,57.277601417181,57.7207449544889,58.180213270118,58.6559977739333,59.129846395272,59.1092953183807
Bangladesh,BGD,GDP (constant 2015 US$),NY.GDP.MKTP.KD,57651171373.4276,60367441897.607,62715811716.7226,65927662720.2479,68909517646.6382,72003483665.9859,75731123364.9781,79267885245.9874,83463768029.517,87701463720.4571,91063169521.9969,95379169817.7317,100376592809.901,106937151647.355,114071896799.753,122123774970.924,129468042041.458,135999866337.522,143577490822.182,152858884167.057,162827513288.15,172619317840.586,183081877159.745,195078573252.202,208955445058.145,222726141337.945,239028375854.719,257868369494.507,266759736960.217,285269339141.046,305522973769.778
Barbados,BRB,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Barbados,BRB,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,93.75,95.625,97.5,99.375,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,..,..
Barbados,BRB,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Barbados,BRB,GDP (constant 2015 US$),NY.GDP.MKTP.KD,3555813614.85257,3584013634.70894,3656080352.11967,3729713737.3002,3878024952.84112,4061847304.49747,4213291855.57799,4227391865.50617,4415391997.88199,4310947479.89542,4344891948.24106,4439414237.0189,4502080947.81084,4680158850.97793,4963099050.20353,5066290233.97425,5099346923.917,4842570076.44703,4732537776.74819,4697131085.15074,4682769963.92759,4621931032.20042,4621878809.94142,4734000000,4854006751.16656,4876462322.53367,4833953403.71314,4846695634.9075,4229324089.08892,4196215176.88718,4671803289.539
Belarus,BLR,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
